Username,Comment
@avadhuthnarvade1367,Yaaar boht kaint hai... Just bumbbps
@Mrnegi428,Osm song 2020 ka mera fav song hai ye
@buntykumar553,Good song
@dollarandoscarsdiary8816,Relaxing music
@akshatbansal8197,Nice song bro dallu
@allvideos4575,Bhai kya awaj he brand 😎🔥🔥😎
@achint70,Mene to aj pehli Baar suna y gana🔥🔥meko to pta hi ni tha k honey Singh ki takkar ka admi us time tha
@nickrajak7748,Jisne ye gaana dislike kiya woh pakka music ke bare me kuch nhi janta
@naturevideo943,I can't understand this song but music and word very sweet and amazing. I like it.
@Travellerjd1011,"Is gaane ko kitni baar bhi sunlo pet nahi bharta....Or kon-kon ye manta hai ki agar ye gaana aaj ke time me release hota to bahot aage jaata❤️❤️❤️

Edit:- Thanku so much for dher saare likes♥️....or pet nahi bharta ka matlab yha is gaane se hain se khaane se nhi yaaron....ye ek kahawat hai baaki smhjdar ko ishara kafi🙂♥️"
@jayeshasari1411,Sgdbbd
@sadabkhan1110,VIP. Boy
@girishsukhla9380,Wow bro❤❤❤👌👌👌👍👍👍
@sonusingh-cs9kb,Osm ❤️❤️❤️
@narendrakumarsain9309,Narend
@lalitkashyap8681,Bhai me to back to back sun rha Hu ........❤️❤️❤️❤️❤️❤️❤️
@sagarpradhan61,Mind blowing song 🤘🤘🤘😍😘😘😘😘💋💋
@kishanseth253,November 2020 😍😍
@rahul_haryana._,2015 Se sun rhaa hu is gaane Ko
@surendrasurendra9693,मुझे ये गाना बहुत अच्छा लगा ।वर्ड बेस्ट सोंग 🤗🤗🤗
@Dkbablu01,Fida yr
@bhabhorsnajay2376,Sanjay
@MukeshKumar-kv5ic,a one song
@musicshank5280,Purana gaana ab hit ho raha he
@dilkhushpatel5724,वेरी नाइस
@murarirajput1737,Oho wow so beautiful song
@roshanbanjare644,Gaana tabadthod  hai nise song
@sandeephitkar,ANyone listning in november 2020 ?
@rajuhazra3797,Hii
@riyachauhan3347,My favourite song 😘
@ajayyadavsocialist5376,Bhai ki awaz me kuch toh special
@gtsfamilyvlogs,"Yaaro Mall Road Uthe Mainu Kal Takri Tussi Pooja Piche Peh Gye Ohdi Gal Wakhri (×)
 Jnaa Khna Maar da ae pooja te comment vai O tahiyo jhad daindi yaaro laondi nhiyo mint vai 
Air gair nahiyo gal daindi nahiyo kehn vai

 Sirre da patola ae pooja di chooti behan vai 

On taan ek maa ne yaaro dhiyan jamiya ne do 
Mai khya kithe yaaro todki ji pooja kithe oo(×)

 Ohne saade pind - Gediyan ki laa diya Jatta de puttan de hatho Gaiya Chad Vaatiya...
Jihne v O vekhi saare ehiyo gal kehn vai Sirre da patola ae pooja di chooti behan vai Sirre da patola ae pooja di chooti... 

Mainu Teri Sonh ae Jatta Niri Lagdi Fruit Jinni Jachdi ae Jean Ohna Jachda ae Suit Jinni Jachdi ae jean Ohna Jachda ae suit Ohde Naal Ohdi Sheliya C Khadiya Kal Jdo Kathiya Baazar Vich
 Vadiyan Baazar vich vadiyan Mai C Sutna Number 
Ohta Magro he na lehn Vai Sirre Da Patola Ae Pooja Di Chooti Behan Vai Sirre Da Patola Ae Pooja Di Chooti... Yaaro Pooja Naalo kite jyada att lge meena Ohdi akh vi kamini mera dil v kamina(×) 
Doha dila vich duri Dil Karda Na Sehn vai Sirre da patola ae pooja di chooti behan vai Pehla karni ae sett ferr apni banoni Yaaro Ghre Baljit ne taa Meena he Lyoni Saare pindi vhi Vadaali wale Vekhde E rehn Vai Sirre da Patola ae Pooja di Chooti Behan Vai"
@monushau2472,Very nice song
@jajdhanijajdhanikumar9903,Nice
@jatinyadav7142,👍👍👍👍
@Mr__Yash__2321,100 gaane pr Ye 1 hi Gaana sb ka Baap hai😂😘
@Kevin.Piyush,Pata hi ny chala kab ye song 600k se 13 million views hogaya
@triplesking2529,I like this song
@ramlalyadav6027,Ram lal yadav
@durgeshsahu3998,I love this song 👌👌👌
@akshat__shah6756,2020 suna
@renurani5953,Awesome song
@savitathakur1343,🕦🕚🕥🕙🕤🕘
@vikashojha8346,Nice👍👍👍👍
@poojapawar988,Like it song
@padmanabanpadma8499,Please anyone add hindi lyrics for the songs
@johanyadav1397,Hii
@ધીરેન્ઢસિહ,Osm
@ધીરેન્ઢસિહ,Awesome
@ધીરેન્ઢસિહ,Nice song
@manjuvaishnavvaishnav1292,Ejjshsuuddhrgdiwkjdgfjskdvehsskdi wujsdgkssjfdy djsjsjishgidksgd sielsbcisksvsosjokdg
@gorisankarsharma4295,Nice
@Shorjh,Gabj
@VishalKumar-gz7cq,Vishalkumar
@praveenbhatt6567,Pooja ki choti behen
@indrabahadur4904,Love Singer ji
@nirmalkumarkhinchi3967,.
@babitathakur4573,Super song
@babitathakur4573,Super dog
@poojasolanki4469,very thnq fan my bhaijan kaa song 😢😢🙇
@anjaligupta7624,Bot hard👌👌👌
@RamSingh-gl4vg,Kis kis ko believe hai ki lock down me All song ka raja hai ohdi ankh bhi kamini mera dil bhi kamina
@Vivekstatus1,7 year bad ye song viral hai
@arjundixitneerajdixit6040,Kya music dia he
@arjundixitneerajdixit6040,Bhaii yrtrrr maja aa gaya
@savitaparihaar5968,This song is best
@anuragkalotra6378,Anyways...I am looking for pooja's comment in this section😂
@rockybagela1297,Lovely  song🥰🥰🥰
@jasodajatjat6930,Aak bi kmini dil bi kmina 😃😃😃😜😜😜👌👌👌👌
@ધીરેન્ઢસિહ,Awesome song
@shivbhan9508,https://youtu.be/QW8pQVzBKuA
@ind__guru9684,Fgfd
@sahilchoudhary6762,Opp shot bawe
@healthmantra3097,Yaar puja hi kyu...😥😥😣😣naam kaise change hoga
@savitathakur1343,Nic♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♦️♦️♦️♦️♦️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🌷🌺🌴🌹💐❤️💚💓💛💔🧡💜💕💖🖤💝💞💙💘💗💋
@dileepkakarval2300,dileep kumar kakrwal dewas
@sushilyadav683,Good song 👌👌👌
@devashishdikhit,One of my favorite songs. Those bits are just💘💘💘
@SurajKumar-hj9sl,❤❤❤❤❤❤❤❤❤❤🙏🙏🙏🙏🙏🙏😍😍😍😍😍😍😍😍😍
@PRADEEPKUMAR-nm1gj,O di ankh v kamini  kis kiska fav step h
@karanvaishnav3466,00070⅞0ⁿ000000000ⁿⁿⁿⁿ000ⁿⁿ00ⁿ000ⁿ
@aashishdaunk2620,Very nice song
@jurrarara5379,ेऔऔओऔऔओऊ
@chandanmandavi6851,Mai Kam se km 100 bar sun liya😍😘😍😘😘😘
@snju9537,Pooja 🤗🎧🎧🎧🎧
@ramtinker2982,Nice song
@nawabkhan3221,Mind-blowing song realy
@singinghutt8676,Must hai veere
@nemichandaacharya2833,🎀🎀🎀🎀
@MubarakAli-un2ry,Nice and best song 👌
@tarasingh9275,Atttt song
@Dream11851,❤💯✌💘
@vredits2708,Great song
@hemantsharma6150,Pure gold lyrics
@miiindsparkk,Paila karni ae set ... fir apni banauni !!
@Aluriya-ji,Yar ye gana dil ko chuta h yrr
@njahir9319,This song deserve more views 😍
@gautamranwa110,Pooja aap to.  famous  ho gye
@aazadcharanvalmiki5735,Great voice bro all the best
@ajayjain2277,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
@akshayhello3003,Suprb voice and song lyrics  ....baar baar sunne ka mann kr rha hy ye song ...awsm 😇😇😇😘
@dheerusolanki1199,is video me jo ladki hai uska name btao koi please please
@tahirhussain9814,Hi
@Amanver010,20 October 8:51pm 😀
@nuttandevi8350,Wow
@Sanakhan0o,Kon kon video dekh ra hai  like me
@abhisheksinghyadav4481,Samajh nhi aya par achcha laga song 😂😂😍
@anandkumaryadav9960,👍👍👍 nice video 👌
@devendragamer2101,👌Nice song 👌 wa Kya bat he yaar👌
@vasudevvasudev3242,𝓝𝓲𝓬𝓮 𝓼𝓸𝓷𝓰
@sageerkhan538,🌹🌹👍🌹🌹👍🌹🌹
@piryanjalchoudhary3562,बार बार सुनने का मन करता है9781825372
@piryanjalchoudhary3562,Hit song 💯 so much beutiful इस गाने में मुझे बहुत मज़ा आया ऐसे ही गणा निकालो भाई
@Jattvlogs0065,Good
@monurana3873,Love you
@rsgdshskumar8004,फेवरेट सांग
@Yajooj_majooj687,"अगर कलाकार खुद कमेंट पढ़ रहा है तो भाई तुमसे रिक्वेस्ट है कि ऐसा ही कोई गाणा निकालो बाकी गाणो में दम नहीं लगा आपके पर इस गाणे ने तो सच में दिल जीत लिया👌👌👌👌👌👌 
बार बार सुण रहा हूँ"
@ashishbaranda1580,Wah kya song hai yarr really 👍👍👌 👌
@allareone2370,Very very nice song ❤️❤️❤️❤️❤️
@avi-music6030,Jo bhi iss gaane ko 2020 me sun rha hai is gaane ko itna share kro ki ye utna hit ho Jaye jitna ye deserve krta hai
@kaniyalal7874,Nice video
@nawabkhan3221,Superb song
@jatindhayal611,Good song
@er.vedanshmalik,Best Song of Namar Gill😎😎
@sujatakumari5575,Outstanding
@sanskariroaster4327,"Sad...... underrated 
Tonny fakkar gets 300+ on shittty songs #autotune 
And this beautiful song get's only 12 mil are u kidding me....wtf wrong with Indian audience ....the taste of everything in india going worse ....😑😕🙉"
@chikumiku27,👍👍👍so lovely song.
@mohitbishnoi6695,Bhai thodha sa our lamba hota song😘
@neerajpatel4173,Kasam se ak din me 50 bar sun chuka😍
@tarunkumarblock2491,Nice song
@vickybumbak8449,Who is listening 🎧 on October 2020 🔥🔥🔥
@sambhavverma1829,😊😊😊😊
@mmgaming9581,👍👍👍👍👍👍👍👍👍
@dineshgupta7718,Vicky's
@sharmasharma2726,Bhut achha song maja aa agya dil chhul liya samajh me nahi aaya khuki i know only hindi par phir bhi bahut achha laga
@sharmasharma2726,Gajja gajjab gajjab ek dam gajjab song dil chhuu liya bbai apne
@rajeshcharan8051,Super
@GOLURAJBHAR-c7x,"Pick the nice a song
        Good luck"
@AmitSingh-hk3zw,Awesome sir
@arunasinghpatel5724,Ohdi ankh bhi kamani
@annapurnatiwari5735,The song is outstanding .....bt I really like the singer....
@lokeshjangid163,"भारत में टैलेंट को मौका नहीं मिलता है
 और जो टैलेंटेड नहीं है को टैलेंटेड बता कर दिखाया जा रहा है"
@kamalvarmawithm9186,I.am.very.mast
@vikramtongria7517,Any pooja here's 🌝
@janglipilla164,Bhai Todd Song 💯
@kushalsaini9681,It’s really Nice song for irritating Pooja’s 😅
@nikhilbaweja9885,Who is here after Ekta Sandhir?  😍
@neerajpatel4173,"95k like
5k dislike
Great achievement💪💪💪"
@neerajpatel4173,Super duper
@neerajpatel4173,Best voice in panjabi language👄💬👄💬👄💬
@sandipbamane8050,Lockdown mein kaun sun raha hai
@shamboboys8897,Bahut badiya baar baar sun ne ko dil karta hai.....😘🔥
@sivamlove6212,"Nice l love you Bhai👑
                                   👬👌👌"
@indiapratroopsjaihind4522,Beautiful song 🎧
@saidalikhan3718,Lovely aaye haaaye mja aa gya bhai 2020me
@someshsuman8030,Nice song
@ankitankit3639,O pooja
@shobharam3419,Awosme song
@shobharam3419,गजब सोंग
@nanubangrwea2339,Haha
@kcsharma5844,Me to is singer ka fan ho gaya hu
@shaheelshaheel2664,Nice
@जयश्रीसालासरबालाजी,Nice song good
@subashsharma5502,Verry good song👍👍👍👍👍👍🌹🌹🌹
@mohansinghkushwaha7973,"ye Gana maine Pahli bar Lockdown mai sunna ,abb to bina sunne ess gane ko raha nai jata  , ❤"" ओ मेरी आँख भी कमीनी मेरा दिल भी कमीना "" ❤👌👌👌👌👌Nemar gill rocks lovely song😘😘😘😘"
@jitendrachoudhary2184,Patola
@Mr__Yash__2321,Legend song's never dies👑🤘
@vishnusharma4942,https://youtu.be/B7g4UEOS3Xo
@yogeshchavan5374,kadkk
@SEVENGERSJHANKAR,👌👌
@techniti6029,"Yaar Kisi k status pr Dekha tha aur km s km 100 baar sun chuka hu

Also share with pooja 😂😂😂"
@hindustan-tailor9835,Nice song
@tahirhussain9814,Hi
@rkintertentment8231,Jakkas
@karan6912,Vray nice song
@RohitK-ux4db,Mara dil v kamina
@ajaysarkar6811,PAAJI AWESOME TUSSI CHHA GAYE
@vaibhavparihar8257,Baljeet is a rockstar.....
@rajnishrao8832,Love
@Shubhamkumar-ww2js,30/09/20 Best song
@rajupoonia667,Nice song 💯
@vinodtumdavinodtumda5225,Nice
@ParveenKumar-sk6oe,Roshan Kumar
@ParveenKumar-sk6oe,रोशन कर रही हो लेकिन 6666
@RAJESHMUNDOTIYA-rz1yq,I love this song 👌👏👏🤘
@anitabishnoii0029,god kre iiska remake naa bne ..................because i hate remakes !!!
@pradeepyogi1014,Muje bhi pasnd he song
@rp085,Nice song
@rishikeshsinghbhumihar4880,Kon kon 2020 me sun raha hai
@vijayraaz2572,Super songs
@bhawanaram8572,Sandar song
@bhawanaram8572,👍👍🙏🙏
@sofigaming7530,naya ganoo me maza nhi raha ab isliye purane ganee sun rahe hai 😉😉
@shaileshpradhan2461,👌👌👌
@pankajkashyap3832,9728108676
@kamalkantnirala7212,Great song
@satyam7678,Tiktok me thoda suna tha
@royalankur3639,Gajab
@satyam7678,2020 me suna gana ☝️hai
@rajatkhandelwal1118,koi actress ka naam bta do yrr???
@Itschandany,Love it ❤️
@bheem2798,Female actress ka name
@anshuvlogs1610,LOVE SONG ❤️💙
@anshuvlogs1610,Tere da patola my favourite
@monamalav4759,Nicee😎😎😎
@Kaithboi,Scribble Effect is also there 😯. They're using now
@bebbolxkr1604,love this song
@niteshvanjara8145,Nitesh king
@niteshvanjara8145,Nitesh kin
@hariramsahu2967,I like it
@VipinKumar-fn3jp,Nice song
@laxico7995,Pooja hi patola h
@cgsanju171,Hii
@saritadevi9283,Very nice song🎶
@vikaschoudhary9255,Super
@anshuvlogs1610,My favourite song Tere da patola
@sunilpanwar9505,8 sal bad famous huya ha like toko
@hajarilalsaini1540,"इस गाने में पता नहीं कैसा रस है 
जो इसे कितना भी सुन लो मन ही नहीं भरता है में इस गाने को बार बार सुनता हूं
अगर आपको भी यह सोंग अच्छा लगता है तो like Kare"
@bidyadharsahu6677,Bhai video me pooja h ya pooja ki choti behan h🤔🤔🤔
@Amith_Raza,Really very nice song
@Amith_Raza,I love this song
@gulnazkhanna7088,Nce song
@djmaheshdj4213,yes
@adityatayade5543,Punjabi top song
@abhayabhaypanwar5597,Nince
@manojnishad5139,Very nice
@palakbaghel6610,Am fall in love with this song😍😍😍
@yogeshrawat5972,Wahhhhhhhhhhhh 😘😘😘😘
@tanvaysharma3296,Aap yha like le rhe hai Galvan ghati me hmare army Jan lga RI hai😭😭😓😓
@ramsankarpradhan31,Beautiful song
@shaikhshaab314,Amaizing song i just dance on it loved itt yr 😀😀😃😁
@divyarawat5470,I love this song🥰🥰🥰
@rahulthawale4285,"Kon kon 2020 me song sun raha hai
Like here"
@SurajKumar-sr7uo,Suraj
@monumeena1471,Nice
@rtkpahadi5620,"Waise main coommnt kerta ni hu
Per ye gana inna mast laga ki aj man kara cmmnt kerne ka
Odi ankh bhi kamini.......... Mera dil bhi........ Kamina😍😍😍😍"
@rtkpahadi5620,Super song
@ayushchoudhary53,my favourite  song
@sunilprajapat4353,Super
@anjushriwas4968,I love song 😘😘😘😘😘😘😉😉😉😉😉😉😉😔😔
@dhirajtelgote7523,Nice song
@soniayadav2566,My favorite song 😘😘😘😘
@mandeepsah2227,My favorite sog 😯😯😯😯😯
@sapnatak3590,Nice
@dhruvsangwa9639,How listen in 2020 hit like
@hemrajyogi8895,Nice
@dharmedarsingh6997,"Wow, superb song but one condition.....? 😜😜"
@hamendraj4887,Ye song itna achha he ki eska koi new version bhi aana chahiye
@chotukushawaha1078,Aniket
@chotukushawaha1078,Aniket
@chotukushawaha1078,Aniket
@chotukushawaha1078,Aniket
@chotukushawaha1078,ANIkET
@hemantmishraixa4134,"I request to this singer for reaching to the top ,sing in this tune only as many songs as u can"
@arunmahor1283,Nyc song tiktok song 😁😁
@omprkashrajput2588,Omprkash Rajput
@technologygamer9520,Kiya song he.. 😘😘😘
@technologygamer9520,Wow..
@technologygamer9520,Nice song.. 😍😍😍
@Mr__Yash__2321,Tik tok jaisa koi platform nhi tha is gaane ko bhi famous kar dia jai tik tok
@monamalav4759,😍😍😍😍😍
@apsevenstars7273,E
@Mr__Yash__2321,Superhit voice😍😘
@bhuriyaparkash7539,Super bro mast gana he
@rameshchandjangid9190,I lissend this song manny times and i love it * my fav song
@rameshchandjangid9190,Best line staarted from 3.20
@chetansharma9391,Itna Badia Song Hit Kse Nhi Hua
@kavitanangliya3220,Nice song
@raghunandanprajapati4659,Good morning
@Md-zx1cx,Nice
@sahibchoudary7674,"Hii
Sahib"
@annukumar3466,👌👌❤💘
@mohammedhajihaji7677,Nice kya song hai yaar ilove this pooja patola songs
@sonupanditvlog1997,Nice  song
@purplekingcobragaming7959,Nice mucis
@ramkishangurjar7832,Sweet song
@ashwinijadhav7121,👌👏👍🕺💃
@preetamkurrey8728,Mere ko singer ka dimpal bhut pasnd aaya 😉
@artisamre580,Namar gill supar 👌👌👌👌👌👌
@mamtayadav6441,"Aunj
Aunj"
@Motivation_speech_984,Love you song
@heenakashyap1161,I love this song. Pta nhi tha ye itna old hai
@hemrajyadaw9174,I like dis song 👌👌 my gf Pooja 💯😍
@firehardgaming7071,Bhai jis ji ko achha laga wo like kare
@firehardgaming7071,Bhai kya khaa kar gaya tha
@anandKumar-jd6to,Garda
@jitendrasharma2277,Kitni amazing bat h aisa shandar gana itne sal bad famous hua
@avinashpurigoswami3757,"Kon hai ye log kaha se aate hai 
Dislike wale 
Konsi duniya ke ho bhai

Itana accha gana hai or dislike mare ho


Are bhai panjabi samjh nahi aati to sidha dislike mar diya  😂😂"
@rounakff8564,Op song
@ankush.agrawal,"I am hearing this song on 28 aug. 2020 and it feels like it'$ a new song.

What a great voice."
@zygamer314,Very very very very ........... Nice song and my febret
@mrs.divyanshibhati7798,Super superb.  Umahhhhhhhhhhhh this song voice umahhhhh💋💋💋💋💋💋
@JayYadav-nv5ek,Really awesome song and awesome voice 💟👌👌👌
@monuverma1700,Ooooooo❤❤❤❤❤❤❤❤ super👍👍👍
@luckyindia4270,Main toh punjabi tiktok song se search krke aaya hoon
@akstar0725,I love you 😘
@Dileepkumar-gw7to,"KYA GAANA HAI MERA TO JEE NHI BHARTA IS GAANE SE ,,ITS BEST SONG,,"
@mamtabangari6996,I love this song 💞💞
@rajkumar-pj5hp,Superhit voice
@ranjeetapal55,Gjb ho mere baljeet neta. Jii sapoter by rangbaaz king family thanks neta jii
@singerprahladbanjara2872,🌹
@chandraprakashs.s3065,Omg
@ravinayak6349,me
@RajeshKumar-mx3qr,Rajesh Malkat 💃💃👌👌
@AslamKhan-ev1hc,Kya song he yara supar vois
@nehatiwari3802,Mind-blowing
@pkverma4847,Hi
@GopalGopal-gf5jf,❣️❣️👸😍😘
@sonusoni3447,GMB
@sonusoni3447,Nice 😊
@raghvendrasingh6903,Superbbbbbb...
@kamalkaur8964,Hello brother kiven o . tuhadi awaj bohot aa but hor song kyon ni le k aande .🙏🏼🙏🏼🙏🏼
@kamalkaur8964,😏😏😏😏😄😄😄🤗🤭🤭🤭🌷🌷👍👍👍👍👍👍💓💓💓💓💓
@PawanSingh-dv9tw,Mind blowing
@PawanSingh-dv9tw,very nice
@shub_katariya_0558,"What a song yar 
Supar se bhi upar baba"
@rahulgurjar8044,Best ❤️🙏😇
@jeetsahu9322,Meri gf ka name vi ye hi h 😍😍😍😍😍😍😍😍
@mr.nandlal_63,Very nice song
@poonamthakur3596,I love mi sog bro
@poonamthakur3596,NIC bro
@kasimansari2830,my   frebret   song
@laxmirajpurohit7068,😍😍
@PujaKumari-pm1zp,🤣🤣🤣🤣🤣
@ShivamSharma-uu8jm,Lovely ❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥 song I'm big fan of you
@GovindSingh-vx8eu,Superbbbbb song...
@AyushKumar-ps3ul,Awesome song
@dineshgupta7718,Vicky xxxx
@kartiklodhi8216,Lakshman
@dineshdeewanaofficial3381,Naic
@digeshwaripal1902,Mind blowing voice yaar main to fan ho gayi sach teen bar sun leti hu is song ko ek din me roj
@chandraprakashs.s3065,Nagar gill super sond
@soorajgupta7298,"Full lukhha dance 😝😝
Es tarah koi singer Nani banta"
@hanukhilery6534,Super song
@gajendrasinghshekhawat8134,https://youtu.be/ddZy9X_kq1I
@krishanasuryavanshi1930,Enjoy  this   song  😀😀😀😀 this song  is  my most  favourite  song ❤❤❤❤👌👌👌👌😘😘😘😘😘😘😘🤗🤗🤝🤝🤝
@muhammadsiddique4603,Wow very beautiful lyrics❤❤❤
@hansrajojha9373,Bhoot khub
@endlessvishal2891,Attt song
@indianarmylover0714,🖕🖕🖖🖖🖖👏📿📿💕💘💘💝💚💓💛💜
@indianarmylover0714,Nice video
@devendrasinghprajapati7424,Very nice song
@maqsoodkhan1581,Kiya baat hai bhai
@rakeshbalondiya5988,Nice
@reemamandal2415,Aye hye inka dimple me Mar java 😘
@usmanausmana7335,👌👌👌
@HimanshuKumar-kt3vu,Isse jayada kuch nahi
@pinnudongare100,Pinnu dongre
@indrajeetbhati7740,Nice video
@shankarchauhan3882,Dil KO chu gya
@pavansingh452,Atttttttttttttt
@pavansingh452,Sirraaaaaaaa
@mrrkchauhan4060,Tik tok si koon koon sun ke aaya
@maditationlife8846,Osm song 💓
@gangaramgoyal8055,Gajab song
@sugaram1789,My best song
@shortv7852,I Love this song
@ndeemansari426,Nice song I love song very much 😘😘😘😘😘😘😘🤗😍😍😍😍😍😍😍😍
@altafkhan8600,👌👌👌👌👌👌👌super song
@Mr.Ashiq11,Kon kon snack se aya hai
@mohdmukeemsaifee1358,Good
@mohdmukeemsaifee1358,Hello
@mohdmukeemsaifee1358,Hoiii
@mohdmukeemsaifee1358,Hello
@vegitouchiha2499,Bhai ki awaz bhut gazab h. Pop songs m ye tabhi la skta h. Or ye gaana to gazab h.
@rajbhargaw1198,"💃 https://youtu.be/fyzkV6AR5Pk

After a long time suddenly remember this song and now m here 🤷"
@manuchoudharymanuchoudhary289,Odi akh v kmini mera dil v kmina very nice lines 😘😘🤘🤘
@mahendrarana8691,Nice song 😍😍😚😚😚😚😂😂😀😀😀😀😀😀😀
@imranKhan-lf7eo,Ny friend sameer is fevret song ilove
@lalitasaini9386,Apki aawaj bahot acchi h
@danishdanish6494,Nice sang 👌😍
@rajkumar-pj5hp,નમસ્તેઅઇઈકખગઙઙઞજોએઊઉઔૠઑટડભણીમમબનદથલશ હહહસશવરયતથધનપબભમણઢઠનેઉઔઔઅંૠઑઉએઐચજઝહહહસશવરયતથધનપબભમણઢઠનેઉઔઔઅંૠઑઉએઐચજઝઞ.આસાથેતેમણેકહ્યુ
@shersingh-king7058,Ye pooja hai ya uski choti behan
@meerayadav110,Really osm
@Ajaysharma-ql8lz,कौआ
@ankitsahu8230,2:45 you listen for😍
@manishnaudiyal4838,"Voice amezing,
Its old but gold
I shawed. This music Video on my. Friend mobile.
Thanks. To him"
@sureshdudi5475,Awesome 👍
@BAAPGANG,Listening in aug 2020
@Fact_world_0,Best singer yrrr BOJT HARD NAMAR GILL
@Fact_world_0,Kya hi gana hai yrr
@factstories7145,Ek dum must
@factstories7145,Ek dum must
@santoshigupta9020,Nice  voice
@mohitverma9129,Super song
@PK-vi6lj,प्रस्तुत गद्यांश में कवि कहना चाहता है कि उसकी आँख और मेरा दिल दोनों कामीने अर्थात बेकार है 💏🤕🤕🍾🍾
@abhishekrocks306,4 months se sun raha hoon aur comment kar raha hoon kya lyrics hai bhai 😅 meri gf ka naam pooja hai aur ex ka naam meena 😂
@rajeewkumarpandey9390,Good song of art and brother Jay shree Ram
@bhajnlalsilla7846,Gjb
@bhajnlalsilla7846,Very good
@Ayush-sharma1299,Hi
@farukhkhan9823,Farukh
@vikasyadav8193,Vikas
@shersingh-king7058,Nice voice and nice lyrics
@keenuyadav2661,Awesome song❤️❤️❤️❤️❤️
@Jituboxer37,Lovely song
@KrishnaYadav-id7dl,My feavrt song
@shivjaankimahilamandal229,Nice song deri song
@chanchalpanwar7646,😝😝😝❤❤💪❤❤❤❤❤❤😘😘😘😘
@chunnilal257,Wow
@atulrathore821,W2w seat see set eye s3swwe
@rgmediacover5727,"Mere 1 crore pe view h
 mene kiya dekh ke 1 crore 😎😊👍"
@Karni_sena_0004,Nice video
@Karni_sena_0004,Thanks you
@dailybookmotivation,The Ultimate song....👌👌
@dc..coolertech5060,Oteri akhbi kaki ni mera dil 💔 bi ka mina
@virendralangdi,Gjjjjjjjjjjjb h ye song
@winsomejiya7626,"Odhi ankh bhi kamini mera dil bhi kamina....... 😍 Oye hoye ❤❤❤
This song is Dam  awesome"
@ranveergautam2673,female actor name plzzz
@ajayrathod5582,So boring song.. 😞😞😞
@shivamprajapati4907,Nice song hai yr so super voice
@LovelySingh-wk9sh,My best song
@kailashpatel79,My feovrate song
@SachinKumar-jj6gv,Katai jahar
@gamingbymissmuss5359,नाइट सॉन्ग
@ashankpatel4103,Iii
@pinkeeshankwar3417,Kon Kon Panjabi nhi h fir b song smjh Aya hit like do
@saritamangar3397,Very very nice prapom 👌👌
@ajitarmybind850,Very nice sing
@RakeshYadav-gf1mu,M
@bannaram4826,Beautiful 💓 song... lovely
@mahenderbki143.6,Naice
@absishekmishra3616,Nice
@artisamre8453,I love sony
@meenukumari290,I love this ❤️♥️ song
@AbhishekYadav-uf1zz,Nice
@vaibhavshrotriya8677,Nice song
@jugalkishor4260,Nice song bhai
@tatatiti4646,very nice. songs
@imissyou4027,Lockdown me our b BHT kuch femuse hne wli h ....😉😉😉😉jisko jisko ye lgta h like Kare😃
@vinodswamirankawatmalkisar2595,Nice
@jayindracombo3172,Very nice song i love this song
@baramdevnonia9070,😁😁😁😁😁😁
@ajayadiwaal4358,Supper duppr mind blowing
@neelammeena3776,Very nice song
@sanjaytezzzi7683,Is ladki ka kya nam h  ?
@gamingbymissmuss5359,very nice song
@manishkumar8380,Mast
@javadkhan1180,Bitufull my Javed khan
@laxmiprasadpatel9493,Nice song bhai ji wow
@kamaladaniya531,ये जो डांस कर रही इस लड़की का नाम क्या है?
@VikramSingh-np7mb,Wow
@VikramSingh-np7mb,Super song
@gajendrameena5389,So super song😘😘😘😘😘
@sahidali5057,Super
@chandrapalsingh9956,Superb 😘😘😘😘
@sumitmanwal6308,Kon kon lookdaun me ye song sun rhe he like kre
@JyotiKumari-ph2zs,Beautiful song♥♥♥♥👌👌👌👌
@ImranSk-tg2lj,Nice song 👍
@harshbanna1431,Nice
@tambaculichi3772,8 yrs badd me ye gana sun raha hu
@entertainmentworld6240,Larki kisko pasand hah
@jindusinhrathod8818,"Kya bat hey .... subrb song, kya tarif kadu sbd hi kam h hey😊😊😊👌🏻"
@ramrajveshnav6676,Very nice
@prityushsinghrajput8155,Kon kon ye gana tik tok band hone ke bad sun raha hai like
@kusum7715,Nice
@Meenakshivlog7523,Nice song
@reahmamansoori4608,Gana sunkar pir me koi sona hai like kar o
@sanilbhardwaj9718,Nice
@gurpreetSingh-qx1zt,👉💪👌👌👌👌
@gurpreetSingh-qx1zt,🤘🤘🤘
@Rajeshjmit,"What a swag
Aajkal ke singer pta nahi chalta gaa kiske liye rhe
Attitude, style gazab hai bhai ka"
@santramkashyap3506,I like you
@santramkashyap3506,Nice
@nandlalyadav4014,Song ko pasand Karne wale like Kare pleash
@guruisbrand1131,Nice
@bbm5801,who is in female lead
