Username,Comment
@santoshkuamr7811,I like this song
@kamalsinghrawat8782,Hum to bs wo ek line sunne aate h 😍😍😍
@thakurshivamsingh7562,Iss Model Ka Name koi btado?
@deepakchandrakandpal8910,Akh di kamini ke liye hi song hit hai
@ukmishra9207,Bahut umdaa ruwabil dance song video supervisor at all the time hits and superior
@RahulChoudhary-qf2wx,Waiting for di aankh vo kamini
@murtazahussain6062,2022 17 June 💯
@megastar1759,"Top bhai 
🙏🙏🙏🌹🌹"
@suyashmishra_,2:44
@rajkumargautam4632,Mind blowing song
@akhilsahu6289,"Ohdi aankh v kamini, Mera dil v kamina💯😎😍"
@amitgautam7796,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
@amitgautam7796,Aapka gana bahut achcha hai
@monupalpal4484,Monupal
@safikulgain4947,Gana bahut badhiya hai bahut mast gana hai 😁😁😁
@safikulgain4947,Gana bahut achcha laga
@sholeyadav6875,यवु
@ukmishra9207,Wah bhut khubsurat andage sweet beautiful song dance video superior
@bajranggond1543,¹.
@masumsonkar3930,❤️💜❤️ touching song
@imtitan,"Ohhdi ankh v kamini , Mera Dil v kamina🤩😌😝"
@amanpal5068,I love you ❤️❤️❤️
@ukmishra9207,Super video hearttiching song's album Punjabi tone mohake madhur hearttiching song dance video superior
@Shaileshprajapati3711,Jhakkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkas song 😘😘😘
@kalicharan264,Bsjsususjsjsj
@sipunabhujabal4427,😍😍😍😍😍😍😍😍
@chandansingh5534,Kadak bhadak 🧨
@shahidpathan2101,Nice song
@adarshanandsingh1956,2:45 for which you waiting for
@ManishKumar-ww3vf,💘💘💘💘💔💔💔
@mohitmaurya0,2:45  yaha hai wo magical line (odi akhe bhi kamini mera dil bhi kamina)
@worldhappymoments,Same Ibrar ul Haq voice 💓
@jagdugupta7401,Nice 👍👍👍👍 song good
@Kallu-sq8ep,Nice 👍👍👍👍👍👍👍 song
@bajrangchoudhary1716,Listening it from more than 4 years and its still fire
@anjali__heartbeat4715,Nyc
@fazalrais9654,Ohdi aank bhi kameeni mera dil bhi bhi kameena sirf ye line sunne ke liye poora song suna hai ❤❤😘😘😘
@roopeshkashyap9435,Asnkh wi kaminibhag harsmkhor
@fgaming4026,Singer kon hain
@Totalanything,Legend listening this song 2022
@ManishKumar-wq9ui,"𝒏𝒊𝒔𝒆 ,,,, 𝒔𝒐𝒏𝒈,,,"
@shashibhushanthakur8472,Legends waiting for 2:44
@ratnadutta6957,❤SRK❤
@Sovit705,got to listen to it  for the first time in 2022
@zuesr3277,Whos the female lead
@vaishnavibajpai29,Only i am waiting for Teri aank vi kamini mera dil vi kamine
@D0123-x7o,"Other lines is better than ""ankh v kamini mera dil v kamina""."
@chatursingh5970,Very nice song tears falls loves you song for ever🙏
@uvyuvraj696,Nice
@lighthouse6650,Nice
@sudeepsinghrajput7418,2022
@vasuagrawal3560,still this song is my favourite one 😍😍
@purnimarai5627,👌🙏😘
@achchhemalhotra7905,So nice song and so cool
@robinkumar6787,Memes dekh kr ye gana sunne aaya hu o di aakh bhi kamini mera dil bhi kamina😌🤪
@sagargoswami3187,Pooja di choti bhen vai सही मैं गाना भी उसी के जैसा है commt देख लेना
@devendrameena7270,2:44
@toucsgamer8747,I am Legend I listen song 18 may 2022 today
@mohityadav2393,"gana acha laga 👌👍👍
Pooja ki bahan bhahut sari hai"
@riteshyadav830,May 2022
@lightningrasik3024,Legends are watching this after 8 years for those magical words 🤣🤣😎😎
@mandeepgautam2053,Vandarfull song
@justinpraveen7350,Main line 2:44
@ankitmehta1459,i am listing this song 2022🤣🤣🤣🤣
@piyushprasoon7345,There used to be a time when Punjabi songs were free of drugs and alcoholic things and guns.
@mahendar_kumar_1432,Lagabab
@omkarnaik966,I'm listening the song for the first time 😁
@itzmahmudd,This song never feel me bore👌 . It's 2022 may  still I am enjoying the song
@SonuSingh-ts8rp,Op song 💿💿💿
@jupitermars165,Lagends are here to just see the choreography 🤣😂
@AshishKumar-bm5su,Always love to listen this masterpiece
@jaswantsingh-km1cx,Very vibrant...
@point4377,Ohhdi  ankh bhi kamina mera pura body bhi sareefa
@onlyforlegends6458,Aa Pooja kon e 😂😂😂🌹
@shashiyt3890,What I hear in this song is not the line
@balesarthestonecityofficial,May 2022 wale bhai ko namste 0🙏🙏
@vikashchourasiya8750,Specially for pooja 's sister 😂😂😂😂
@rajchouhan7613,👌👌👌
@rajchouhan7613,Super song
@Mohitsharma-jt9zg,2:45 I know you come for hear this Magical words enjoy
@mitendarsinghshekhawat9280,7 may 2022
@shalu1490,The way Baljeet was standing beside him😂😂
@abhilashchaudhary524,This is my favorite song
@anshuldangi_mp40,Legend s
@rajkumar-ch2gu,Kiya Jatt ka means chamar hota h
@navinprajapati4142,Iska hindi virsion bhi banao....
@abhinovmalakar2947,Wah bhai maja agaya second ap dhillon
@abhinovmalakar2947,Old ap dhillon. But where is gurinder gill
@abhinovmalakar2947,Wah bhai
@Jayprakash_choudhary,2.45 only you are here for this
@rambabulodha429,Very nice
@kp_865,Osm song
@12ka4142ka1,"Just thinking of the singer, he would be like: Tab hit hojata toh 2-4 masterpiece aur bana deta.. 😀"
@dharmurajasthani7019,"Laajvaab dance with different voice 
So beautiful song i likes very much 
I listen many times 
I Liked everytime like a new song"
@shobhitsingh8759,Bahut pyara song hai
@saddamalam2418,DJ me bajne wala sabse best song
@रसायनशास्त्र-य7ठ,"Seriously, incridible 👍it was being released 7 year ago now i listen."
@maya-ve8gx,My favorite singer
@mufeedkhan5868,Who are listen in 2022😇
@mufeedkhan5868,Literally legend song 🎵🎵🎵❣️❣️
@jaypanchal4954,❤️❤️❤️❤️❤️❤️❤️❤️
@sakshimathur3767,Dimples of this guy😃🥰
@ziauddinzira8248,This song is treasure......  What i got today.....!!!
@tscricketer4821,Legendary song
@gerrymaan3192,nice❤ bro ❤❤❤❤❤❤❤❤❤
@TheSportsTalkshhow,Slowly legends are loving the whole song … Pooja di choti bahan sanu v chaidi
@TheSportsTalkshhow,"Reels and what’s app status made some really good songs valuable which was not a hit in past .. 

Itne din se heera 💎 chupa hua tha ab value pata chali h"
@jeetuchauhan1034,8 saal baad kon kon sun raha h
@ArunKumar-rx2vi,My frt song
@jaypanchal4954,❤️❤️❤️❤️❤️❤️
@ANIL_SINGH_007-07,"[20/04, 08:09] अनिल राष्ट्रीय अध्यक्ष: https://youtu.be/CTXN7MMqNHw
[20/04, 08:10] अनिल राष्ट्रीय अध्यक्ष: https://youtu.be/nGk3AJ6vL78
[20/04, 08:10] अनिल राष्ट्रीय अध्यक्ष: https://youtu.be/Ypga1MNC6_A"
@dhanrajgadri8203,"जब वक़्त करवट लेता हैं ना, दोस्तों... तो बाजियाँ नहीं, जिंदगियाँ पलट जाती है.."
@MukeshKumar-mo6xt,Super song and lyrics
@premchandravanshi3572,Nice.song
@ashishsiwach6114,😂
@nagendrakumar-oj7ol,Nice post 📯
@krishnapalsinghrajput6934,Background is music is admirable 💥💥
@vivekjoshi2279,Nice rhyme of song
@manish6800,"8 saal se ye gana abtak kaha chupa tha,🤔🤔, bus new generation se bacha k rakhna kahi Remake ya Remix na bana de iska.👍🙏😇🥰"
@harshsingh9990,Very nice song 🎵 👌
@limitlesscosmos007,"chutiye here for only that line..
legends here to enjoy full  charming song."
@sj19998,2:45
@shivamsharma707,कितना अच्छा होता की इसमें पूजा और उसकी छोटी बहन होती miss you both pooja and pooja ki choti bahan 😂😂
@ksodien1826,❤️🔥
@sagarkumarrastrapal3619,2:41 to 2:55 💥💥💓
@divyanshranjan4774,🤘🤘
@sabitakulkarni1620,Beautiful Lyrics ..lifts the spirit
@kingumangofficial6148,Mast Gana hai Bhai me isko 2022 me sun rha hu April me Mumbai me 😂🌙🚩🚩🚩 I Love You Zindagi Me Zinda Hu And Mere Sath Mere Mummy And Papa Hai Bhagwan Ka Dhanyawad 🙏 Om namah shivaya 🙏🎉😘😘😘
@kamleshgoswami6694,Ultra pro max legends are listening in April 2022
@SKMnew,I loved this song because my wife's name is meena
@sandeepjakhar2511,Bhaiii...
@mangilalsaini288,My favourite song
@sureshverma5518,नाइस
@Thanos-u5f,"Yaro mal road utte ,mainu kal takri tusi puja piche vaige o di kal vakhri 
Waah bete mauj kr di 😎 gazab"
@pushpraj7604,Fire h Boss
@rajnirajni8526,Achchha gaanaa hain 😘😘
@nikhilpatel9479,Love this song❤
@chondonkat9755,Nicesong
@chanduwarshe7947,Both hard
@SantoshSharma-bc6jk,Comments
@praveenmishra3622,Hndhbnccn     HBCGXBTGKJKHG l kmnmjmjmkkjjj
@tanklaxmi3492,Wow beri nic song😎😎😎😎😎❤️❤️❤️❤️🎉🎉🎉🎉🔥🔥🔥👍👍👍👍👍👍🙏👍😎😎😎😎😎😎😎❤️❤️❤️❤️👍👍👍🙏👍👍👍👍👍👍
@alokchaudhary1334,I love 💕😘 this song 🤩🥰😍♥️🥳🙂😍♥️
@manjudiwakar5768,Very nice and fire department of CBfriend is
@manjudiwakar5768,Nice song
@usenohuk9718,"This song was promoted by tiktok 
Odi akh v kmeni mera dil v kmena"
@usenohuk9718,"Who is listning this song in march 2022.
Give like and reply!!!!"
@RakeshKumar-cj2nu,"Amezing line only,,o ankh di kamini mera dil bhi kamina 🤓🤓🤓🤓🤓"
@niteshcreation7898,Old is gold superb
@sandeshthapa2003,Please somebody translate the lyrics 🥺🙏
@sandeshthapa2003,Can somebody translate the chorus for me?? Please?
@nitinyadave7952,😎😎🤩🤩
@sabitadev1026,I love song 😃😃
@itz_mr_avi3192,legend are those who listening this song for a single line 'odhi akhn bhi kamina mera dil bhi kamina'
@MONU_YOUTUBE_ALWAR,Must song
@dasfamily9965,Guys magical word here 4:45
@jashwantbharti8444,Listening in 2022  ✌✌✌✌✌😇😇😇😇😇😇😇😇😇😇
@deckarshawwww3383,Bhai yeh jo actress hai uss gaane mei usska nam bata do yaar koi
@zohadeeba8121,Zabardast 👍👌❤️
@ppanchihi6851,Top songs
@KuchBhiMerebhai,😎😎😎😜😜
@sonubohore3326,Sonu bohare
@jawarilalbhadani7376,Shout out to self if you're listening this in 2022🤩🤩🤩
@vinaysoni1972,"Woooooooooooooooooooow what a song Amazing sweet song .....love it ....""""mera dil kamina """""
@karansoni8067,2022 aajo2
@chhaviyadavmotivationchann8426,Jadu🤔🥳
@VSShortsxpy,She is damm cute ❤️
@nirajkumarmodi9309,Nice song bhai
@enchanting__arts,Bro this song is for Puja or her sister 😂😂😂😂😂😂😂😂😂😂😂😂
@jabirkhan7118,Mind blowing song  jitni baar suno kam
@momogupta8954,I listened this song today while playing Mx takatak reel. I found this very interesting song. Never listened this before and I searched it on YouTube.
@82054vk,Listening on boat basshead  900 perfect bass
@rozkadose2208,Legends are still listining this masterpiece in 2022 .😍😍
@82054vk,2:40 to 2:50  for the legendary lines that made this song viral 😂😂😂
@princegaming3421,I love this song 💞💞💞💞💞💞💞
@shiprajaiswal6933,My lil neice love to dance on this 😀
@nitnatofficial,"Ultra legend Forget this song,And listening After 8 years 😹"
@AlokKumar-rh5vh,Nice song 2022
@sonufitness810,Nice song my favorite😍😍😍
@sheikhzadaaziz,Buqwass song ever
@freegaming1750,Ywa
@elaloksharma47,"Listen 1st time, now made century always playing the song, mind blowing up"
@allinonepappy7292,Kon kon Ghosh ki reel dekh kar aaya hai🤣🤣
@13_ynr_aala_faizu,Siree da patola ae pooja di😁😁😁
@ThePerfumeLab722,ओ दी अख वी कमिनी मेरा लन्ड भी कमिना 😂😂😅🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣😅
@ThePerfumeLab722,ओ दी अख वी कमिनी मेरा लन्ड भी कमिना 😂😂😅🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣😅
@ThePerfumeLab722,ओ दी अख वी कमिनी मेरा लन्ड भी कमिना 😂😂😅🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣🤣😅😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅🤣😅😅🤣😅
@kartikkhatri5554,Play At 2:43 and enjoy
@JinDa1697,2022
@Kanunikida123,Bahut se log tik tok par sun kar aaye honge
@Kanunikida123,Popular on tik tok
@bijaykumarsingh2653,😘😘😘😘😘😘. Nice. Song
@Sami__kiyani,sallo kaha chupaya tha ya♥️
@omshankar6532,Op bro
@teenaagarwal2429,Old is gold😜😜💘💘💘
@CarryOn079,Reels se sunkar aaye ho kya 😄😄😄😄
@simransimran540,11
@virendrasahu2834,Ram
@rishavsoni3680,Nice
@Syed_sajid_raja,Is song ko daily soonta hu
@bittasandhu6693,Very nice song
@blackgaming4627,Is gaana ka liya koi laafz nahi ek number😎😂
@nikhilmishra8381,It's 2022 nd I m still here... ☺☺😍😍
@Maxinfo0797,This song is like a Time bomb..which blast on 2022..
@HarshMishra-ig9pb,March 2022 kon kon hai
@ukmishra9207,Hearttiching song's album mohake madur hearttiching song dance
@akakhilrock15,This song was 8 years ago  and I am listening this song today .! What a song 👍😍 mera dill bhi kameena !
@WasimKhan-gd5hf,✍✍👌👌👌👌👍👍👍🙆‍♀️🙆‍♂️🧚‍♂️🧚‍♀️🧜‍♂️🧜‍♀️💆‍♂️💆‍♀️🏇🏇🏇⛷🏂🏄‍♂️🏄‍♀️🤸‍♂️🤸‍♀️💪👈🤝🤝👄👄💘💝💖💗💓💞💕❣❤🧡💛💚💙💜💟💌💥🦚🦚🐧🐧🕊🕊🐥🦢🦢🐬🐬🦋🦋🏅🏆🥇🎖
@KapilSharma-gb2oc,his voice is refeshing
@gumnamiteacher,"Usually Listen to the song only for the line "" ankh b kmini""."
@ghostgemar2390,Really...
@rajeshverma3881,I listen daily since 3 months
@jamaljr839,কে কে toktok  theke ascen
@krishna_love155,My GF puja ki bahan
@pahadilifeuk11,Music is too good. 😍😍
@princegaming4259,I love this song
@utkarshsahu9164,Gajab song
@rajesh3am,"Legends listening in 2022.
😍😍😍😍😍😍😍😍😍😍

Now It's Nov 2024 and still listening this masterpiece 🔥"
@MAYADEVI-xn5ng,Beauty full
@santoshjhajiyavlog5260,Gjb
@Samrat_Sharma_09,Nice song
@prakasheditz2554,"Me ye song din me 10 bar sunta hu lekin fir bhi bor nahi hota hu me ,muje ye song ki voice bahot achhi lagi esliye 😘🤩"
@ShankarSingh-pc7xo,We are Goal Diggers
@pankajvis4726,Nice
@gogobamal6348,2022
@ratneshsoni4431,"😊 yakeen mano... is gane ka har ek word kafi pyara hai ,singer , music directors k to kya kehne"
@pavantelgote6175,✌️
@HarshSharma-qp2jf,Who is here after lucha taklu's ig reels😂
@dhirajbabukandel6947,I wasted 8 years  😜
@arvindsen714,Amazing song🎵🎵
@amankumaryadav2551,👍👍👍👍👍.
@gunjankumari8728,"Who is 🎧 listening this song in 2022 
🤩🤩"
@sravankumar-789,2:53 i can feel this
@gyan9506,This song never get old 💖💖💖
@ukmishra9207,Super video hearttiching song's album Hits Punjabi tone hits and supervisor
@VeerJi-cy5pd,Model name please
@dracensteinsharma,Thanks to Pooja
@rajarammeenamarmat,2022 magical words ohdi akh v kmini mera dil v kmina
@AmanSharma10043,Meena ko khamkhaan badnam krdiya 🤣🤣
@santoshkute6733,Nice Song ☺️👍
@hamidrejakhan7450,Nicr
@santoshkute6733,Nice Song ☺️
@sahilgoel5294,👌👌👌👍👍👍
@shreyasheemajumder7354,2:40
@rajivdas6139,Ultra legend watching in feb 2022 🔥🔥🔥🔥🔥🔥🔥
@CallMeDaddyDanny,NAACHO SAB🕺🕺💃🏾💃🏾💃💃💃💃💃💃
@s.k.2.armyboy806,Nice song
@rahulmalhan6443,Listening in 2030 💕💕
@ravihire6746,Vheri vheri nice
@gauravwatchyoutube,Legends enjoy this song on loud speakers
@kamilhussan1435,Very nice
@garimapatel105,Vishal Patel Bhai mo ago
@surajvermasurajverma8718,Very nice song 🤟🤟🤟🤟🤟🤟🤟
@Xndgkrc,Only For Pooja love crazy girl 😍😍😘😘
@Navya-mu3es,Sadi Gali khul ke bhi aaya karo was copy from this song
@yashyadav9454,Legend watching 2:45
@Honestreviewd,Pooja ki choti
@ROCHI7785,Viral only for legend
@nishantkumaryadav814,Must
@VipinSharma-ci9on,यह गाना फैमस कयू नही हुआ इतना शशानदार गान 7-8 साल पहले आया पता नही चला मतलब अचछे कलाकारो को छुपा दिया जाता है गालीया बकने वाले हीरो बन जाते है
@VipinSharma-ci9on,Music very nice
@gautamverma8501,2:43💫🥲
@Fan_p_0x,Who come from Instagram
@nishatfatma2692,Mst song
@HappySingh-nf1fy,Gjjjjjb song
@Mrnegi428,31 january 2022🤣🤣🤣🤣
@Adam-s-Wife,This song deserve atleast 500 million views and 5 million likes
@wildlensbyhassan99,2022 🥳🥳🥳🥳
@adilkhan1655,"Akh v kameeni mera dil v kameena , a song dy vich jaan pa giya ha"
@dreamips7668,2022 mai kaun kaun ye so song sun raha hai
@ashutoshmishra4980,Puja is getting jealous
@vikeshkumar2783,Love you song
@biswjitbhattacharjee.2333,Bakchodi song
@mrarshee1159,Nice stetus
@shaikhaarshishaikhaarshi2241,I am listening this song I feel good💕
@noob_1673,2:45 here it's
@MR.PRO_HARSH,"Legends came for 'ohhdi ankh v kamini, mera Dil v kamina'😂😂😅😎"
@Atul-tr3qv,2022 m kon kon sun rha h??
@Sportsshu,I love song
@MessiahXI,2:45 😌
@TheMusicFeel,What a masterpiece song atleast better then today vulgar and stupid songs
@amitsachdeva7753,Me in bahut tym se song search kar tha 😍😘😅 aaj mil gaya  Pooja di choti Behan 😍😘🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@payalvishwakarma6551,NYC song
@sarojpanigrahi3574,Saroj 2022.... January 24
@ashumehta9097,"Waited for half of the song just for the line ' ohhdii ankh v kamini, mera dil v kamina' 😂😂"
@royelakashff3853,Super songs
@ANilsingh-nx4lu,Abhay ❤️
@souravchakraborty971,2.47...😍
@santupaul3736,Old always gold
@pranavphadke100,Main content start from 2.40
@soulfulman4834,Actress name??
@himanshkumar253,Sahi kha bhai
@youtubemasti7972,Kon kon h ya song 2022 m sun rha h😅
@ganpatsargara4085,2022 mein ye  song Kaun Kaun Sun Raha hai
@amirahmad548,8 years old.. still giving best vibes 😘
@roshnikhan2908,Vere nice👍👍👍👏😊
@jashwantbharti4877,"Legend listing in 2023
🥰😘😍😂😝😜"
@kishorenatani,Nice song
@maniramsihag,Kon kon 2022 me bhi yah song sun rha h
@TechnoSparkBigData,Treasure hidden for so many years.
@aksahu7719,Vary nice song
@gaurangsharmabulandshahr7010,Aisa lagta hai naya gana hai
@liyaskra,I am listening Today..such a sweet song
@vlogkarasta,Pooja di chhoti bahen daiii best line for me 😘😘❣️
@dipanshudewangan2949,🤣❤️🙏🏻
@weekendtraveller3486,Who’s listening in 2022
@jalamgawali9356,Vinod kumar you are right
@tanvisaha8,Feel this song on this moment 👍❤️❤️
@rahulpandit5604,Ohdi ankh bhi kameene mera dil bhi kameena
@krantipalpal3010,Very nice song
@Kpbansal2000,Yes
@adityatepan9048,Bomb h bhai gana kya awaj h 🔥🔥
@praveermathur7075,This song has a different vibe... 💕❤️💕❤️
@P25S,2:45😀😀😀😀😀
@kdkhare226,Jan 2021 ☺️
@swrajsharma642,Ultimate voice
@MDAkash-ol5te,Goods Nice Song
@shadaanmalik3818,Mast gana h awaz bhi bauhat achchi h
@sachingurjar8050,Puja ki choti bhan Neetu h.
@saraibrahim2003,Nice song
@ahmadkhanofficialchannel1210,Jo Allah ka banda hai like kare
@Sayan-Roy-v7l,Anyone 2022?
@abhijeet_c.51,Legends Song starts from 2:44😂🤣
@kepukumaar,😲
@Meerashree123,I love v BTS love 💕💕💕💕💕
@nitintiwari6984,"Bhai jabrdst song hai,uss tym jio na hone ki wajah se kam views hai aj kal launch hu hota to 100 millions view hote"
@mrinalpandey793,I heard this song in 2021....apart from song...your dimples man 🤩🤩🤩♥️♥️🤩♥️
@raiyanaly4991,After listening this legendary song deewana ho gya bhai ❤️❤️ whenever I open YouTube my first task to listen this song ❤️❤️❤️
@sureshpatani8413,I am  Pooja 😙😙😙😙
@virendrakeer1514,Nice💌💌💌
@arjunthakurv.d.a8304,Song very attractive. .voice very Beautiful. .All scene Dashing ..Lead Roll Man Namar Gill u r so smart ..very well acting .smile.confidence. very good bro..💗💗💗💗💪💪💪💪
@Rock9919714929,suit suit
@ahujasunny9807,Saheb bandagi saheb
@jpsbhamber5290,Best music 🎶
@Anshkr_02,Fun fact - everyone has commented on this Chanel 1st time😅
@rajputmontu6235,nice song
@soulsemotions90,Meri setting di vaddi sister da naam vi pooja hi aa
@dhruvkumar6507,Pò
@anmoluikey586,Nice song 🎵 👌
@manishpande4649,I love this low video quality and low but awesome dance. I love that time.  but the song is better than today. agree ???😀
@manishpande4649,"I was just revining again and again the line "" oudi aakh v kamini, saada  dil v kamina "" 😉"
@itx_p.i.y.u.s.h._0728,This is great 👍👍👍 song
@itx_p.i.y.u.s.h._0728,Mast song
@rakeshmeena3045,Very Nice 👍👍
@aryanbhai01ahiryadav57,DJ DJ
@vijendrasinghdudi4942,Legends who listen this song in 2022 in Jan 🥳😍
@vikramsingh0305,2022😎
@sapnagodiyal9393,"Listen this song only for ""Ohdi Ankh V Kamini Mera Dil v Kamina""👌😜😜"
@chitranjan1,2:45 favourite ❤️
@mhkhan1295,Paaji tussi chaa gaye
@bablukumarmeena9240,My favorite song 🎵 ❤ 💕 💛 😍 💓
@ukmishra9207,Super video hearttiching song dance video supervisor
@harshitchaudhary4678,😂😂😂dm h bttt m
@moviesadda4192,30/12/2021🔥
@ukmishra9207,Mohake madur hearttiching sweet beautiful Punjab tune Hits and supervisor
@ukmishra9207,Super video hearttiching song's album namar gill and supervisor
@babakaclub519,Infinite time better than badshah any song
@krishnachoudhary2172,2:57
@vipinkumar-kj1dz,Waiting for only 2:46 😂😂😂
@jevelfan3881,Legend watch 2021
@Anuj-kj1gr,Kaun kaun is song ko hamesha enjoy karega 😀😀
@ranjitkuntivlog2686,Master piece song
@roberttrump74,Hit hai
@Rock9919714929,Sire da patola ❤️
@Rock9919714929,World's best song god will give you people world 🙏
@Zorawar273,kha tha ab tk ye song 🤩🤩🤩🤩
@mdtaukir8922,Never Abuse Song
@mdtaukir8922,Is song me gali de rahe h
@vikasg1353,"Punjabi and haryanvi enjoying whole song 
Other states only ""ohdi akh v kamini mera dil v kamina"""
@samirmalhotracricketbettin9913,Pooja hai
@RAJKumar-oz9io,ya 😘😘🥰🥰
@pahadijayant2880,Legend will listen this song dec 2021
@sunilkumar-yt3tw,Vary nice
@sunilkumar-yt3tw,I love song
@prissinghaniya9263,Phirda Hai Patola H Pooja Di Choti Phed ni 😂😂😂😂😂😂
@vikashbhai5956,2022 wale present 💓💓 laga do
@ajabduniya2209,Ye song to aaj ke song ko piche chod raha he
@AjaySharma-cp2be,"Iska translation Kahan milega agar matlab samjna ho to

Yahi ghum raha h dimaag me jabse sunna h"
@Aish_ay,Ankh wi kamini sunky door ky orr nikla kii
@KhushiKhushi-ww3gu,Aay hay 😘😍
@PremSingh-vf4yx,wah
@parvejalam7868,🥰😘😀👍
@VirendraKumar-tl8jy,Amazing song by 😀😘😘😘
@SagarKumar-fi2cd,My favourite song 😅
@ankitchauhan408,"2:45 , thank me later"
@mohdaneesh675,Awesome...
@pranabshill3619,"reel dekh k hi aaya hu, anyone else...?"
@pranabshill3619,"I love Punjabi song. After a long time I listened a good Punjabi song, thanks to the cast & crew."
@Rock9919714929,Sire da patola ❤️
@maheshbiswas249,Thanks to pubg
@veerusanatan1996,After eight years...this song in my ear..awesome..so many time posting🥰😍😍
@Akankshapandey27,"Imagine someone teasing Pooja by this song😂😂😂
Sire da patola Pooja di choti bhen😂😂😂"
@akashsaini3550,Can any body recommend song like this
@sunilkumar-yt3tw,Nice song
@SanjeevKumar-ks5dt,Bindaas
@ankitankit3639,Puja 🤪
@smanivannan4712,🥰🥰🥰🥰🥰🥰
@lrthakur316,"jinni jghdi jean, unna jghda suit""""  dedicated to my crush👌👌🤘"
@satyendrakumar2937,This song is like  parod off you
@rukhsarkhanam2856,Nice song
@FaizanAli-yz5zz,Nice 👍😊👍
@Rock9919714929,Sire da patola ❤️❤️❤️❤️❤️🙏🙏🙏🙏
@Saurabh_Verma_Ujjayini,Ek no. Bawa👌👌
@ukmishra9207,Super video hearttiching song's album ranjeet bahabaa
@ukmishra9207,Super video hearttiching song's album mohake madur hearttiching sweet beautiful song dance video
@vickykumar4054,Super
@armanalam4433,awesome song bro
@meenarawat3225,Nice
@PoojaMeena4005,Ohhdi ankh v kamini....😉 mera dil bi kamina....❤️perfect line....😍
@naitrapalsinghjhala6559,December 2021
@reetuchauhan3919,8 sal purana gaana wow ...I don't believe...mujhe to ab pta chla ... instagram se
@ayushmanbhavyt,Listening just before the final exams 🤣🤣
@rinkurajput3548,Love you this song
@ballu9929,Kha chip rha tha aisa song
@sugandh916,Acho of This Song Giving Nostalgic Feels.  KYA Time Tha Bro .
@JasveerSingh-xl8nn,surjit khaan brgi voic lgdi aa
@sahilsk1238,Six🤟🤟🤟👌🤘
@dr.dark00,December 2021
@pksidhu9802,Good song bai j
@SanataniVegnMuslim0,Punjabi rule the music World
@purulialoveryt7027,Super
@aviralshukla9747,2021 wala kon hai 🤣
@ABC00118,2:45
@gtgs1242,Happy feeling songs
@AAA_HONEST__REVIEW,Go 2:44
@vidhyasahu5497,Voice  of namar  gill attract me ...I'm listening this song again and again... magic is his voice 🥰
@karankharwar264,Very nice song
@roseofficial5250,Viral song in 2022
@kishorilal3564,Owo
@shudhirkumaryadavshudhir4406,🤩🥳🤩🤩🥳🥳🤘✌️👆
@goodnews1151,Best song all time
@ShamKing07,I am listening this song continued 100 times 🖤🎧🖤
@ShamKing07,This song was released 7years ago but I am listening 🎧 this song today first time 🥺 awesome song😊this song like a time bomb 💣 bursted after 7 years 😂
@neerajkumar18983,Nsp
@pitambarnishad1651,It's still🔥🔥
@shivampatel1653,Legend song....
@arisen852,This song is very nice.
@iqbalmalik2430,Suparb song
@sahilbattu7586,Legends are still listening this masterpiece in December 2021😊😊☺️
@muhammadimran5575,Very bueatifull song I also like this song.
@raosaha9,"lol these guys found out this legendary song just now, i have been listening this since the day it released"
@JyotiVerma-lh1gp,So nyc song 😍
@alokjha315,"Jab ye song aaya tha school time mai, pooja sahi mai att thi"
@raviravibohra9123,Aap to acche ho bhai sahab bat ye ladki bilkul acchi nai h🤮🤮
@anurag497,Dhamaka ❤️❤️
@harshbhardwaj2096,Where was this treasure hidden from 8 years???????🤔🤔
@Nitin_Bisht,2:45 you waiting for the line😁😍
@amardeeplomte7354,Magical power ❤️ song
@Amansharma-gx4ki,Best songa kamini😍😍
@dinesh31,Legend listening in 2021 after 7 years
@laxmideepak1163,i Loved the song ❤️🥰
@rozitprasad,Thanks to all shorts video platform.  So that this song goes viral after 8 years..
@subhash2383,2:45
@chhavisingh8353,Ohdi akh v kamini mera dil v kamina 🔥🔥🔥🔥fire line🔥🔥🔥🔥
@RohitKumar-qd9dd,Legend watching in 2k21 😂😂
@jenabkhan3028,i am addicted to this song
@jenabkhan3028,Nice song ☺️
@cricketshots4563,This song deserve more than Tony kakar
@Shreya9120,"99% people are waiting for this line "" Odhi ankh bhi kamini, mera dil bhi kamina "" 🤣😁😅😂"
@taragaud8676,Dil khush kr diya yaar
@manojdayma3953,Really amazing
@mkgaming-ot9ly,Wow yr what a song yr...
