Username,Comment
@TheSanuttan,Kangana Sharma =MONA HOME DELIVERY
@MathsMantrs,https://www.youtube.com/@amitprakash2368
@tipuhossain8129,Brett Lee I love you sir ...
@abinasbora3841,Best than other comedian
@nausheensiddiqui1302,It is wonderful seeing Brett Lee accepting Indian culture. He is a gem! ❤
@aditithakur1494,Bret lee sir is so humble ❤❤❤
@sidhunians3408,Please next show with Devid warner
@DeepuDash-n8i,Nice episode ❤❤❤🎉
@AbuBakar-b9h9y,Love this episode so much 😍
@SachinChavan-c3v,episode number is same as of chris gayle jersey number 333
@sohebshaikh9068,Ab de Villiers should come this show
@BabuluMahapatra-lo2er,Chries bahut badiya comedy man
@vijeshkumarkumar9204,Rohit Sharma ❤️❤️❤️
@BodhiTree_maths_bengali,Lee the nightmare 😮
@vesulhuringa1530,"The third guest had the most awkward time of his life. Atleast, should have asked him some ample amount of time or questions or atleast sing a song😂. Sit and sit😅"
@yashpahadiya5804,Did anyone notice rajat sood after sapna says 2000 ka note band ho gya h 😂😂
@Thegame_07,"Enjoyed, ❤dil se❤"
@Gautammmyadavvv,😅😂😅
@RakeshSingh-mu7fb,क्रिस गेल विस्फोटक
@fahaadtunio8003,aise aaky bahir k players maza kr k jate h india m.....enki aurton k sath b aur een k paison k sath b😂😂😂
@er.dhruv108,This episode name must be ' translation nights with kapil'
@hareshdagur8670,Chris & bret ❤❤
@surajkumarsurajkumar486,Chrishgale ki to sirp dhat hi dikh rha hai😂😂😂
@vishalodich8862,Bret Lee is such genuine person ❤
@ramruchprasad3510,काश गुलाटी को बुलाते
@madhurirautel3731,Ye indian log videshiyo ko bhi bigad denge Bhojpuri shikha shika ke 😂😂😂
@getshafiqhatnur5594,Bretlee & Rahul Dravid
@rathvagirishbhai6416,Crish gel best friend
@rajputbhai2442,We love both of you Lee nd Gayle
@Rajjyoti123,49:2 chakke chuda dena😂
@arifinyeasinasif,Brett is a good person 🇭🇲❤️🇧🇩
@zindgi21,Brett le look so handsome and cute
@gamzox2432,Bachha cha gya
@fighterjet007,Bakchodi wale jokes....salman ke tatte ke
@incident123,36:50 India's laughter champion 🏆 Rajat Sood in audiance ❤
@gauravdubey454,Brett lee my child favorites bowler all time ❤😊
@Atiqoor,"Kapil ji aapko  mera long pant dhone ke lia dia tha, aap tO PEHENKEI Ghumne lage"
@pankajsharma-wl2wc,"I really like bret lee❤️
He was just so calm..& sweet💓
The way he describes BHARAT & talk Hindi in b/w & that VADAKKKAM has my heart❤️"
@Kanika_Panwar,Plz invite MS Dhoni once on the show❤
@jiteshmehta5820,Brett lee is looking like teenage boy ...❤ How is this possible .. evergreen binga ... Becoming more charming and handsomely hottt day by day ... 🥰🥰
@jiteshmehta5820,Brett lee u Beauty ... 🥰🥰
@tayyabaumbreenbeg,Kapol ki achi baat yeh keh us ko is cheez ka koi gham nahin keh us ki english achi nahin hai aur isi se funny moments ban jate hain 😂
@johngarner6756,Legendary batsman and bowler in together i love this episode ❤
@srtshorts453,Rohit sharma ko invite kare
@LeeluckPamai,Kapil please call 15th (IR) Battalion on your show..
@ForeverTensed,Kapil's English has improved.
@samyakpawar9075,36:51 rajat sood
@prajkatasumatkar3059,Bret lee is very handsome ❤
@smitakulkarni4320,01:01👈🎬👉kabhee kaBhi 🈂️ BAHOT HELP HOTiE HAY KEE koee help NAA#kaRO...🤗💭🤔🙄🤓😇😑😴😒😔🙇🔱💫#####
@ravindrstar,Criss gel samundri lutera lag raha hai😅❤
@valasalasivakumar7815,I dint laugh 😂 it's my mistake?
@rohan64bit,"TTwo of my favourite players <3 you guys.
I miss that cricket"
@pratikvisapure,21:08
@mukeshchavda3872,Both are very nice personality..thanks for kapil
@hamaadrajper1944,Show time 1 hr ad's time 2 hrs
@abhishekroy9397,Next time invite virat and AB
@Gen-Z-Aug-5,"Next time,,, World best All-rounder Sakib All Hasan,, 😄"
@Champingcom,Rocked it !
@thehistorytailer,I think arnok sir is feeling blamed to come in kapil sharma show😢😢😢
@yogabykirtisharma,Acting great amezing job .. world level log se mil skte h baki benifit to .. mgr struggle sex racket itna jyda ho chuka h ki aam insaan ki himt Tut jati h .. jan pehchan walo ko rkh lete h .. halaki sare hi field me yhi hal h 🤷🙆
@हमआर्य,कृष्णा:- हां दो हजार का नोट बंद हो गया है 😂😂😂
@priya-fu7xz,Brett Lee is cute and handsome and amazing ❤️ personality 💙😍😊
@Ravi..bisht....t,Systummmmmmmmm hang
@ragivishwakarma3882,Nice episode
@Logicalsane,"47:25  his mother is enjoying these shows but his poor father is no where to be seen..... Had the gender roles reversed in this treatment of parents, hypocrite feminists would've cried gender discrimination......"
@EduPritu,"Ye etne English zadte h, ab bechare so cricketer aye h to enki English almost garib hi ho gyi ."
@mohammedshareef5266,Wow Bret Lee is looking more handsome and like college going student
@MaXxMHRY,Chiris Gayle should have sing the song India to Jamaica ft emiway bantai x Chris gayle in the Kapil Sarma show❤❤
@firoshdebbarma6275,Ms Dhoni' ko chahiye please Kapil Sharma show mai
@newagegamer1932,Only legends noticed Rajat sood at 36:49
@cybermasteriyaz8793,Chris's Gayle the universe cricket boss and Next to him Is Brett Lee the Universe cricket Baller
@sudhirboy71,Yah band hai kaun bhai😮😮😮
@zukogaming7905,Msd in Kapil Sharma show
@rajeshjalwal9830,41: 29 4th time is par zoom hua hai. 😂😂
@avinashjha9270,Brett lee sir... The hero of my childhood love u sir god bless u❤
@vinodmeshram6967,"Episode no :- 333

Gayle's Jersey no is :- 333"
@madanmohan8709,"Chris has the best personality, sense of humour and very respectful man I have ever seen"
@chiku3594,Chris always so funny🤣🤣🤣
@mohsinmalik1551,"What a coincidence! 
ep no. 333
Gayle's jersey no. 333"
@alokorton5125,Sapna ko maarne ka mann kr raha tha. Aadha hindi or aadha english bol raha tha. Samajh nahi aa raha hai
@nabihawaqar3721,Lyi lotaaaa😅
@AnmolRawat-k4u,"This episode was 333 likes chirsh gale Jersey no ,who know about this connection❤❤"
@marvelrdx9k914,17:25 bes😊😊😂😂t scene of this episode
@vidhiwagare4520,49:23 the way he got shy 😂❤❤
@noorfatima9854,Yo it was such a nice episode❤......  I really didn't wanted it to end ....... It was awesome ✨✨......... And Brett Lee is so so soooooo Handsome....
@SonaliChauhan-kk6jg,This show best show
@_RAJA__69,Legends come to see Aram se Aram se 🤣🤣
@Racingcargamevideo,Mai to bolta hun foreign cricketer ko hi bulao hum English Sikh lenge aur hum log unlogo ko hindi sikha denge 😂😂
@ArmanNegi-qt6mb,Gayle...😍
@Cricketgully5,Add ke hone k baad bhi pura dekha😅😅
@Mirza_bhai_17,Ab de Villiers in kapil sharma show plz
@Mr.Patil18,Invite The King Chase Master Face Of The World Cricket The Man The Myth The Legend Vk18 Invite Him Once Again ❤
@krishnabishnoivlogs3116,"This was my favourite episode i have ever seen 
And i always watch all episodes from 09:00Am to 12:00 Pm in morning"
@kartavayachhetri7576,❤
@samirsaksena7062,"You know, You know, You know 😅😅😅"
@Near987,Bretlee is really amazing...
@Hindustanigyani7,Lee 🥰🥰😜😜
@Hindustanigyani7,Ms dhoni ko bulawo pls 🙏🙏🙏
@AnoopSen-ff8cs,virat kohli ko bulao
@ravichavan5135,😊
@madhupathak7844,Pehle mujhe chrish Gayle se darr lagta tha
@souravjyotimili1036,Subtitles main😂
@kaushikpatgiri6512,😂😂
@JOYANDKINDTHR,I miss you Dr gulati
@akhan3064,Is show me kisi ne rajat sood ko dekha hai
@AliKhan76-cb7up,Nice performance
@TheAMAN4,kon kon chahta hai ki MS Dhoni aur Rohit Sharma Kapil Sharma show me aaye
@amanmehra8496,Kapil  bhai  app jis actor se gussa hote app usko apne show mai bulakar khub bejti karte hai aur pura bhadash nikal lete  ho😅😅😅😅😅😅😅😅😅😂😂
@programer9086,"next MSD pls, lifetime wish for everyone"
@irodaxonim8835,Please show me barsateen masum Pyaar ka series all episodes
@Manishyadav12-n7j,Dam hai to dhoni sir ko bola ke dekha
@Ramjeet138,मुझको तो बुला रहे हैं
@MgmMgmforgotpassword-oi1td,Skip. U still stink Kapil.
@funnyworld12196,I really missed doctor gulati
@KALIPOLITHS,Thank you very much thank you The Kapil Sharma Show from Greece for the subtitles.
@Nickelback83,"She is not Fatima. You say she fatima, noo. She fatibaap 🤣🤣"
@adityamishra7277,Chris Gayle jersey number is 333 and episode no. is also 333.
@shankhanildebnath1167,Gayle ke ishaare notice kiye kisine😂😂😂
@razasteel3456,Nice 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅
@MeharRabDi,"Wow, fantastic & hilarious ❤😂😂"
@tanutomar8945,Koi aarko ko bhi dekh lo🤣🤣🤣🤣
@rohanrawat45,Rajat sood bhi aaya hai
@deepkumarraut4746,Baccha yadav.....Mahol bana deta hai.....☺️😊
@musicsonghamesha,https://youtube.com/@statusbabu4725
@rishikolage4737,Archana ji ke baju mai goggi betha hain white shirt mai😮
@Ranker203,bretlee and chris look so cute they don't understand but both smile continuously 😅😅😅😅❤❤❤❤
@SujalSharma-cz3sh,43:43  bhojpuri language catching up❤
@Krishna-q5j7s,Ms dhoni ko bulao yr 🙏
@mukeshbarthwal9565,Jalaske ka carpan photo state copy kapil
@kiranjyotirout5962,Legends vibe ❤
@sankarkotal6458,Awwwwwww
@sankarkotal6458,Is show mein Archana ji ne vahi wala dress pahne Hain yahan kahati hai hay main Hun Archana Puran Singh...........
@pujakhadka476,Bring siddu sir as a guest
@SyedSohaibAhmed-d3c,Chandu Chai wala nahi he gaya new season me?
@Bachelor_RecipeBoys,Set tv plz ms dhoni koo bhulalloooooo
@Bachelor_RecipeBoys,Big fan Sir plz MS Dhoni koo Bhulolooooo Fan Request
@Bachelor_RecipeBoys,Kapil Sharma Sir plz pickup MS Dhoni plz in your Showroom 😂
@Bachelor_RecipeBoys,Kapil Sharma Sir plz pickup MS Dhoni plz in your Showroom 😂
@Bachelor_RecipeBoys,Kapil Sharma Sir plz pickup MS Dhoni plz in your Showroom
@Bachelor_RecipeBoys,Kapil Sharma Sir plz pickup MS Dhoni plz in your Showroom
@precious-686,Both are so sweet😊😊
@SanghK-v3y,"Proud moment 🤌🏻🥹
When Brett Lee describes India and Indians. 20:51 ❤"
@mdsaad7557,kabhi lalu yadav ko bolau
@manmohangupta2859,Nice
@gauravdamaniya6035,Plz upload full episode as when Reena roy & mousmi chaterjee visit kapil's show🙏🙏🙏
@dheerajrao3614,Ab to gali Dene ka Dil Karta hai ek hi episode bar bar upload karte hai
@yashtayade5800,Ipl ka cameraman agya lagta hai Kapil Sharma show mai 😅
@captaingtx6235,Where is ms dhoni 💔💔
@seemasachinfanpage,Chandan kaha he
@Cricketmaster-1877,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
@Cricketmaster-1877,हिंदी में बात करो
@Awaarah142,Kapil beech main song composer ko bhool hi gaya Tha 😂😂
@Asstreetfoodie,"Don't watch Kapil sharma show, yesterday when a fan fried to click selfie 🤳 with Kapil sharma at airport where kapil made fun of that poor fan camera phone ""camera nahi chalri""!!!! When this same kapil sharma begged for hero roles daily infront of sohail khan as judge for SHERKHAN film... he might had forgotten his roots. It's time for audience to boycott watching Kapil sharma show from youtube. Because of audience he was earning crores, but if he make fun of even one of his audience particularly pointing 👉 out his poor camera phone 📱 we all audience had to unite and show our befitting reply to Kapil sharma by blocking him youtube videos revenue. Please share this with your friends. #boycottthekapilsharmashow"
@practicalbandaaa2933,"Brett Lee - Aaram se Aaram se 
😃😃😃😃😃😃😃😃"
@nikhilbairagi1697,Gayle be like : kya maal hai yrr 😂
@Patel.121,Mujhse koi english me baat krta hai to main niche dekhne lagta hu subtitle ki aadat ho gyi hai
@kanu2097,https://youtube.com/shorts/2b5p78t3mDE?feature=share
@tuhinjana9003,love u Sony all chennel program
@tuhinjana9003,https://youtube.com/shorts/XMJwjRirhq4?feature=share
@naveenbrothersvideo7061,https://youtube.com/@naveenbrothersvideo7061
@Narendra_nath,Archana ji is not a man 22:42
@ptezilla4536,"1st comment ❤ who's here watching this show without missing any episode? 
I wish I never get over this show🎉"
@Inspirethinks.,Kappu lover like kre ❤
@Infoquotes146,Love uhh Kapil ❤
@sankars1162,Only kappu never bores me❤😂
